지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
279,2022-01-09 7:00,-1.1,,0,0,82,4.6,-3.7,1016.3,1022.6,,,,,9,1,,,354,,,-2.3,,,,
279,2022-01-09 8:00,-0.5,,0,0,80,4.7,-3.5,1016.7,1023,0,,,,9,2,,11,399,,,-1.1,,,,
279,2022-01-09 9:00,0.9,,0,0,75,4.9,-3,1016.8,1023,0,,,,9,3,,14,469,,,0.6,,,,
279,2022-01-09 10:00,3.3,,0,0,67,5.2,-2.2,1016.8,1023,0,,,,8,0,,,463,,,2.7,,,,
279,2022-01-09 11:00,6.1,,1,340,59,5.6,-1.3,1017,1023.1,0.5,,,,6,1,,10,448,,,5.7,,,,
279,2022-01-09 12:00,6.6,,1.3,340,54,5.3,-2,1016,1022.1,0.4,,,,8,1,,10,479,,,7.2,,,,
279,2022-01-09 13:00,7.5,,1.1,290,49,5.1,-2.5,1015.3,1021.4,0.5,,,,8,1,,,546,,,9.4,,,,
279,2022-01-09 14:00,8.3,,0.7,50,46,5,-2.6,1014.7,1020.7,0.9,,,,6,2,,12,550,,,12,,,,
279,2022-01-09 15:00,7.3,,0.7,110,49,5,-2.7,1014.7,1020.8,0.6,,,,6,1,,72,503,,,10.4,,,,
279,2022-01-09 16:00,7.6,,0.8,360,47,4.9,-3,1014.7,1020.7,0.3,,,,6,1,,13,534,,,8.6,,,,
279,2022-01-09 17:00,6.4,,0,0,51,4.9,-3,1015,1021.1,0,,,,6,0,,,494,,,2.9,,,,
279,2022-01-09 18:00,3.5,,0.4,0,62,4.9,-3.1,1015.4,1021.5,0,,,,3,0,,,405,,,-1.1,,,,
279,2022-01-09 19:00,2,,0.4,0,67,4.8,-3.4,1016,1022.2,,,,,0,0,,,408,,,-2.3,,,,
279,2022-01-09 20:00,0.6,,1,270,72,4.6,-3.8,1016.4,1022.6,,,,,0,0,,,391,,,-2.4,,,,
279,2022-01-09 21:00,-0.3,,0.2,0,76,4.5,-4,1016.9,1023.2,,,,,0,0,,,384,,,-3.1,,,,
279,2022-01-09 22:00,-0.6,,0.3,0,78,4.6,-3.9,1016.9,1023.2,,,,,0,0,,,374,,,-3.5,,,,
279,2022-01-09 23:00,-2,,0,0,82,4.3,-4.6,1016.9,1023.2,,,,,0,0,,,302,,,-3.8,,,,
279,2022-01-10 0:00,-2.4,,0.2,0,83,4.3,-4.8,1016.8,1023.1,,,,,0,0,,,296,,,-4,,,,
279,2022-01-10 1:00,-2.6,,0.3,0,85,4.3,-4.7,1016.6,1022.9,,,,,0,0,,,285,,,-4.2,,,,
279,2022-01-10 2:00,-3.3,,0,0,87,4.2,-5.1,1016.9,1023.2,,,,,0,0,,,254,,,-4.6,,,,
279,2022-01-10 3:00,-3.6,,0.2,0,87,4.1,-5.4,1017.1,1023.4,,,,,0,0,,,250,,,-4.9,,,,
279,2022-01-10 4:00,-4.2,,0,0,89,4,-5.7,1016.9,1023.3,,,,,0,0,,,237,,,-5.1,,,,
279,2022-01-10 5:00,-4.3,,0.2,0,89,4,-5.8,1016.9,1023.3,,,,,0,0,,,224,,,-5.4,,,,
279,2022-01-10 6:00,-4.6,,0,0,89,3.9,-6.1,1017.1,1023.5,,,,,0,0,,,224,,,-5.6,,,,
279,2022-01-10 7:00,-5,,0.1,0,89,3.8,-6.5,1017.3,1023.7,,,,,0,0,,,216,,,-5.8,,,,
279,2022-01-10 8:00,-4.7,,0,0,89,3.8,-6.2,1017.3,1023.7,0,,,,9,0,,,210,,,-5.1,,,,
279,2022-01-10 9:00,-3.1,,0,0,87,4.2,-4.9,1017.3,1023.6,0,,,,3,0,,,247,,,-2.3,,,,
279,2022-01-10 10:00,-0.4,,0,0,77,4.6,-3.9,1017.2,1023.5,0.9,,,,6,0,,,330,,,1.6,,,,
279,2022-01-10 11:00,2.4,,0,0,65,4.7,-3.5,1016.7,1022.9,1,,,,6,0,,,400,,,6.8,,,,
279,2022-01-10 12:00,3.8,,0.5,110,55,4.4,-4.4,1015.1,1021.2,1,,,,5,0,,,436,,,9.7,,,,
279,2022-01-10 13:00,5.6,,0.1,0,48,4.4,-4.5,1013.6,1019.7,1,,,,3,0,,,477,,,12.2,,,,
279,2022-01-10 14:00,6.7,,0,0,45,4.4,-4.4,1012.8,1018.9,1,,,,5,0,,,493,,,11.7,,,,
279,2022-01-10 15:00,7.8,,0.1,0,42,4.4,-4.3,1012,1018,1,,,,6,1,,,528,,,12.1,,,,
279,2022-01-10 16:00,7.9,,0,0,41,4.4,-4.5,1011.7,1017.7,1,,,,5,1,,39,562,,,8.1,,,,
279,2022-01-10 17:00,7.3,,0.2,0,40,4.1,-5.4,1011.8,1017.8,0.3,,,,7,0,,,670,,,3.5,,,,
279,2022-01-10 18:00,5.6,,0.4,0,40,3.6,-6.9,1011.5,1017.6,0,,,,7,0,,,942,,,0.8,,,,
279,2022-01-10 19:00,4.5,,0.6,320,38,3.2,-8.6,1011.6,1017.7,,,,,8,4,,37,1150,,,-0.1,,,,
279,2022-01-10 20:00,4.8,,0.3,0,35,3,-9.4,1011.2,1017.3,,,,,10,1,,,1217,,,0.4,,,,
279,2022-01-10 21:00,5,,0.5,320,34,3,-9.5,1011.1,1017.2,,,,,10,1,,30,968,,,0.8,,,,
279,2022-01-10 22:00,4.8,,1.7,290,37,3.2,-8.6,1010.6,1016.7,,,,,10,8,,29,735,,,1.1,,,,
279,2022-01-10 23:00,4.4,,2,290,40,3.3,-8,1010.7,1016.8,,,,,10,5,,34,670,,,0.8,,,,
279,2022-01-11 0:00,3.8,,0.7,290,44,3.5,-7.3,1010.2,1016.3,,,,,10,2,,,783,,,0.4,,,,
279,2022-01-11 1:00,3.2,,1.9,290,50,3.8,-6.2,1009.7,1015.8,,,,,10,8,,22,794,,,0.8,,,,
279,2022-01-11 2:00,2.5,,1.7,320,59,4.3,-4.7,1009,1015.1,,,,,10,10,,27,865,,,0.5,,,,
279,2022-01-11 3:00,2.2,,1.1,320,62,4.4,-4.3,1008.8,1014.9,,,,,10,1,,9,986,,,0.2,,,,
279,2022-01-11 4:00,2.3,,2.6,290,66,4.8,-3.4,1008.2,1014.3,,,,,9,9,,7,970,,,0.9,,,,
279,2022-01-11 5:00,1.3,,1.2,320,70,4.7,-3.5,1007.9,1014.1,,,,,8,8,,6,888,,,0.6,,,,
279,2022-01-11 6:00,0.1,0,1.3,320,59,3.6,-6.9,1008.8,1015,,,,,,8,,9,1393,,,-0.8,,,,
279,2022-01-11 7:00,-0.5,,2.7,290,58,3.4,-7.7,1009.1,1015.3,,,,,0,0,,,1511,,,-1.1,,,,
279,2022-01-11 8:00,-1.8,,2.3,290,40,2.1,-13.6,1010.4,1016.6,0,,,,9,9,,13,2000,,,-1.7,,,,
279,2022-01-11 9:00,-2.3,,2.7,290,39,2,-14.4,1011.4,1017.7,0,,,,0,0,,,2000,,,-2.6,,,,
279,2022-01-11 10:00,-2,,2.6,290,40,2.1,-13.8,1012.1,1018.4,1,,,,0,0,,,2000,,,0.2,,,,
279,2022-01-11 11:00,-1,,2.7,290,33,1.9,-15.2,1012.2,1018.4,1,,,,0,0,,,2000,,,4.3,,,,
279,2022-01-11 12:00,-0.1,,3.3,290,25,1.5,-17.8,1011.6,1017.8,1,,,,0,0,,,2000,,,8.9,,,,
279,2022-01-11 13:00,0.2,,4.2,290,24,1.5,-18,1011.3,1017.5,1,,,,0,0,,,2000,,,10.9,,,,
279,2022-01-11 14:00,1.1,,3.1,320,23,1.5,-17.7,1011.1,1017.3,1,,,,0,0,,,2000,,,12.3,,,,
279,2022-01-11 15:00,0.2,,3.3,290,25,1.6,-17.5,1011,1017.2,1,,,,0,0,,,2000,,,9.3,,,,
279,2022-01-11 16:00,-0.1,,2.3,290,26,1.6,-17.3,1011.7,1017.9,1,,,,0,0,,,2000,,,5.4,,,,
279,2022-01-11 17:00,-1.4,,2,320,30,1.7,-16.7,1012.9,1019.2,0.3,,,,0,0,,,2000,,,-1.4,,,,
279,2022-01-11 18:00,-2.6,,1.8,320,35,1.8,-15.9,1013.8,1020.1,0,,,,0,0,,,2000,,,-3.1,,,,
279,2022-01-11 19:00,-3.4,,1.6,320,38,1.8,-15.7,1014.5,1020.8,,,,,0,0,,,2000,,,-4,,,,
279,2022-01-11 20:00,-3.5,,2.8,290,39,1.8,-15.4,1015.2,1021.5,,,,,0,0,,,2000,,,-4.3,,,,
279,2022-01-11 21:00,-4.2,,1.4,320,45,2,-14.3,1016,1022.3,,,,,0,0,,,2000,,,-4.8,,,,
279,2022-01-11 22:00,-4.8,,1.1,320,49,2.1,-13.9,1016.4,1022.8,,,,,0,0,,,2000,,,-5.4,,,,
279,2022-01-11 23:00,-5.2,,1.2,290,51,2.1,-13.7,1016.6,1023,,,,,0,0,,,2000,,,-5.9,,,,
279,2022-01-12 0:00,-5.4,,1.6,320,52,2.1,-13.7,1016.6,1023,,,,,0,0,,,2000,,,-6.2,,,,
279,2022-01-12 1:00,-5.5,,1.9,290,54,2.2,-13.3,1016.4,1022.8,,,,,0,0,,,2000,,,-6.4,,,,
279,2022-01-12 2:00,-5.7,,1.6,320,54,2.2,-13.5,1016.7,1023.1,,,,,0,0,,,2000,,,-6.7,,,,
279,2022-01-12 3:00,-6,,1.8,320,56,2.2,-13.3,1016.9,1023.3,,,,,0,0,,,2000,,,-6.9,,,,
279,2022-01-12 4:00,-6.7,,1.7,290,55,2,-14.2,1016.9,1023.3,,,,,0,0,,,2000,,,-7.4,,,,
279,2022-01-12 5:00,-6.8,,2,290,54,2,-14.5,1016.8,1023.2,,,,,0,0,,,2000,,,-7.6,,,,
279,2022-01-12 6:00,-7,,2.5,290,54,2,-14.7,1016.8,1023.2,,,,,0,0,,,2000,,,-7.8,,,,
279,2022-01-12 7:00,-7.3,,1.1,320,57,2,-14.3,1017.2,1023.6,,,,,0,0,,,2000,,,-8.2,,,,
279,2022-01-12 8:00,-7.3,,0.4,0,59,2.1,-13.9,1017.3,1023.7,0,,,,0,0,,,1917,,,-8.1,,,,
279,2022-01-12 9:00,-5.6,,1.1,320,53,2.1,-13.6,1017.4,1023.8,0,,,,0,0,,,2000,,,-6.6,,,,
279,2022-01-12 10:00,-4.1,,2.8,290,45,2,-14.2,1017.7,1024.1,1,,,,0,0,,,2000,,,-1.9,,,,
279,2022-01-12 11:00,-2.6,,1.9,320,40,2,-14.3,1017.5,1023.8,1,,,,0,0,,,2000,,,3.1,,,,
279,2022-01-12 12:00,-0.7,,2.2,320,33,1.9,-15,1016,1022.3,1,,,,0,0,,,2000,,,8.5,,,,
279,2022-01-12 13:00,-0.2,,1.9,320,30,1.8,-15.7,1014.7,1020.9,1,,,,0,0,,,2000,,,10.7,,,,
279,2022-01-12 14:00,0.2,,2.4,290,26,1.6,-17,1014.1,1020.3,1,,,,0,0,,,2000,,,10.8,,,,
279,2022-01-12 15:00,1.2,,1.8,290,24,1.6,-17.1,1014.1,1020.3,1,,,,0,0,,,2000,,,9,,,,
279,2022-01-12 16:00,0.8,,2.2,290,23,1.5,-18,1014.1,1020.3,1,,,,0,0,,,2000,,,4.8,,,,
279,2022-01-12 17:00,-0.1,,1.4,320,27,1.6,-16.9,1014.1,1020.3,0.3,,,,0,0,,,2000,,,-1.9,,,,
279,2022-01-12 18:00,-0.9,,0.6,320,33,1.9,-15.1,1014.2,1020.4,0,,,,0,0,,,2000,,,-3.5,,,,
279,2022-01-12 19:00,-1.1,,0.4,0,40,2.3,-13,1014.4,1020.7,,,,,0,0,,,2000,,,-4,,,,
279,2022-01-12 20:00,-1.6,,1.1,320,42,2.3,-12.8,1015,1021.3,,,,,7,0,,,2000,,,-4.1,,,,
279,2022-01-12 21:00,-1.3,,1.8,290,33,1.8,-15.5,1014.8,1021.1,,,,,8,0,,,2000,,,-3.9,,,,
279,2022-01-12 22:00,-2.3,,1.9,290,32,1.6,-16.8,1014.9,1021.2,,,,,3,0,,,2000,,,-4.6,,,,
279,2022-01-12 23:00,-3.1,,1.8,290,32,1.6,-17.5,1014.6,1020.9,,,,,9,1,,65,2000,,,-4.9,,,,
279,2022-01-13 0:00,-3.5,,0.8,290,33,1.6,-17.4,1014.5,1020.8,,,,,7,0,,,2000,,,-5.2,,,,
279,2022-01-13 1:00,-3.6,,1.3,290,34,1.6,-17.2,1014.2,1020.5,,,,,6,1,,,2000,,,-6,,,,
279,2022-01-13 2:00,-4,,0.8,320,36,1.6,-16.9,1013.8,1020.1,,,,,1,0,,,2000,,,-6.4,,,,
279,2022-01-13 3:00,-4.5,,1,320,40,1.8,-16,1013.5,1019.8,,,,,4,1,,18,2000,,,-6.2,,,,
279,2022-01-13 4:00,-5.4,,0.8,270,47,1.9,-14.9,1013.2,1019.5,,,,,0,0,,,2000,,,-7.1,,,,
279,2022-01-13 5:00,-6,,1.2,270,55,2.2,-13.5,1012.8,1019.2,,,,,0,0,,,2000,,,-7.3,,,,
279,2022-01-13 6:00,-6.9,,0,0,57,2.1,-14,1012.5,1018.9,,,,,9,5,,16,2000,,,-7.3,,,,
279,2022-01-13 7:00,-4.6,,0.7,290,57,2.5,-11.8,1012.8,1019.1,,,,,10,9,,12,2000,,,-4.6,,,,
279,2022-01-13 8:00,-4.1,,1.4,290,54,2.4,-12,1013.2,1019.5,0,,,,9,9,,11,2000,,,-4.6,,,,
279,2022-01-13 9:00,-3.2,,1.5,320,52,2.5,-11.6,1013.9,1020.2,0,,,,5,3,,16,2000,,,-2.3,,,,
279,2022-01-13 10:00,-2.6,,2.5,290,51,2.6,-11.3,1014.1,1020.4,1,,,,5,3,,12,2000,,,0,,,,
279,2022-01-13 11:00,-1,,3,320,35,2,-14.5,1014,1020.3,1,,,,0,0,,,2000,,,4.2,,,,
279,2022-01-13 12:00,-0.3,,3.4,320,26,1.6,-17.5,1013.2,1019.4,1,,,,0,0,,,2000,,,7.8,,,,
279,2022-01-13 13:00,0.5,,3.3,290,23,1.5,-18.2,1012.2,1018.4,1,,,,0,0,,,2000,,,10.2,,,,
279,2022-01-13 14:00,0.5,,3.5,290,25,1.6,-17.3,1012.4,1018.6,1,,,,0,0,,,2000,,,9.2,,,,
279,2022-01-13 15:00,0.4,,3.6,320,25,1.6,-17.3,1012.2,1018.4,1,,,,0,0,,,2000,,,7.5,,,,
279,2022-01-13 16:00,0,,2.7,290,26,1.6,-17.2,1012.5,1018.7,1,,,,0,0,,,2000,,,3.6,,,,
279,2022-01-13 17:00,-1.1,,3.6,290,30,1.7,-16.5,1013,1019.2,0.3,,,,0,0,,,2000,,,-2.1,,,,
279,2022-01-13 18:00,-1.8,,2.8,290,34,1.8,-15.6,1013.5,1019.8,0,,,,0,0,,,2000,,,-3.6,,,,
279,2022-01-13 19:00,-2.4,,2.8,290,37,1.9,-15.1,1014.2,1020.5,,,,,0,0,,,2000,,,-4.1,,,,
279,2022-01-13 20:00,-2.8,,2.1,320,40,2,-14.5,1014.9,1021.2,,,,,0,0,,,2000,,,-4.6,,,,
279,2022-01-13 21:00,-3.3,,1.9,290,44,2.1,-13.8,1015.6,1021.9,,,,,0,0,,,2000,,,-5.2,,,,
279,2022-01-13 22:00,-3.7,,3.2,290,46,2.1,-13.6,1016,1022.3,,,,,0,0,,,2000,,,-5.4,,,,
279,2022-01-13 23:00,-4.2,,2.8,290,49,2.2,-13.3,1016.4,1022.7,,,,,0,0,,,2000,,,-5.9,,,,
279,2022-01-14 0:00,-4.7,,1.4,320,46,2,-14.5,1017.2,1023.6,,,,,0,0,,,2000,,,-6.6,,,,
279,2022-01-14 1:00,-5.3,,1.8,290,39,1.6,-17.1,1017.8,1024.2,,,,,0,0,,,2000,,,-7.2,,,,
279,2022-01-14 2:00,-6.1,,1.2,290,37,1.4,-18.4,1018.3,1024.7,,,,,0,0,,,2000,,,-8.1,,,,
279,2022-01-14 3:00,-6.5,,0.8,320,39,1.5,-18.2,1018.6,1025,,,,,0,0,,,2000,,,-8.7,,,,
279,2022-01-14 4:00,-6.8,,0.9,320,40,1.5,-18.1,1018.7,1025.1,,,,,0,0,,,2000,,,-9.2,,,,
279,2022-01-14 5:00,-6.2,,1.4,320,37,1.4,-18.5,1018.6,1025,,,,,0,0,,,2000,,,-9.1,,,,
279,2022-01-14 6:00,-6.8,,1.1,320,39,1.4,-18.4,1018.9,1025.3,,,,,0,0,,,2000,,,-9.3,,,,
279,2022-01-14 7:00,-6.9,,0.4,0,42,1.5,-17.6,1019.5,1025.9,,,,,0,0,,,2000,,,-9.5,,,,
279,2022-01-14 8:00,-6.2,,0.7,290,45,1.7,-16.2,1020.1,1026.5,0,,,,0,0,,,2000,,,-9.2,,,,
279,2022-01-14 9:00,-4.1,,1.2,320,38,1.7,-16.3,1020.4,1026.8,0,,,,0,0,,,2000,,,-7.3,,,,
279,2022-01-14 10:00,-2.8,,2,340,33,1.6,-16.8,1021,1027.3,1,,,,0,0,,,2000,,,-0.8,,,,
279,2022-01-14 11:00,-0.9,,1.7,320,30,1.7,-16.3,1021,1027.3,1,,,,0,0,,,2000,,,4.9,,,,
279,2022-01-14 12:00,0.3,,2,320,26,1.6,-17,1019.9,1026.2,1,,,,0,0,,,2000,,,9.7,,,,
279,2022-01-14 13:00,1.8,,1.4,320,24,1.7,-16.6,1019.1,1025.3,1,,,,0,0,,,2000,,,12.8,,,,
279,2022-01-14 14:00,3.4,,1.6,340,21,1.6,-16.9,1018.4,1024.6,1,,,,0,0,,,2000,,,13.4,,,,
279,2022-01-14 15:00,3.3,,1.9,320,19,1.5,-18.1,1018.1,1024.3,1,,,,0,0,,,2000,,,11.3,,,,
279,2022-01-14 16:00,3.4,,1.1,290,19,1.5,-18.1,1018,1024.2,1,,,,0,0,,,2000,,,7,,,,
279,2022-01-14 17:00,1.9,,0.9,270,21,1.5,-18.1,1017.7,1023.9,0.3,,,,0,0,,,2000,,,-1.7,,,,
279,2022-01-14 18:00,-0.8,,1.4,270,31,1.8,-15.8,1017.5,1023.8,0,,,,2,0,,,2000,,,-3.7,,,,
279,2022-01-14 19:00,-1.6,,0.7,270,33,1.8,-15.8,1018.3,1024.6,,,,,9,0,,,2000,,,-4.5,,,,
279,2022-01-14 20:00,-2.3,,0,0,35,1.8,-15.7,1018.4,1024.7,,,,,9,0,,,2000,,,-5.2,,,,
279,2022-01-14 21:00,-3.4,,0.1,0,40,1.9,-15,1018.4,1024.7,,,,,9,0,,,2000,,,-5.7,,,,
279,2022-01-14 22:00,-3.9,,0.1,0,43,2,-14.6,1018.7,1025.1,,,,,9,2,,65,2000,,,-5.1,,,,
279,2022-01-14 23:00,-4.4,,0,0,44,1.9,-14.8,1019,1025.4,,,,,10,8,,61,2000,,,-5.2,,,,
279,2022-01-15 0:00,-4.2,,0.3,0,44,2,-14.6,1019.3,1025.7,,,,,10,9,,60,2000,,,-5.2,,,,
279,2022-01-15 1:00,-5,,0,0,49,2.1,-14,1018.8,1025.2,,,,,9,9,,54,2000,,,-5.8,,,,
279,2022-01-15 2:00,-5.2,,0,0,53,2.2,-13.3,1018.7,1025.1,,,,,10,9,,55,2000,,,-4.8,,,,
279,2022-01-15 3:00,-5.2,,0.1,0,51,2.1,-13.7,1018.4,1024.8,,,,,10,9,,53,2000,,,-5.5,,,,
279,2022-01-15 4:00,-5.7,,0,0,52,2.1,-14,1018.1,1024.5,,,,,9,7,,51,2000,,,-6.6,,,,
279,2022-01-15 5:00,-6,,0,0,52,2,-14.2,1017.7,1024.1,,,,,10,7,,43,2000,,,-6.4,,,,
279,2022-01-15 6:00,-5.7,,0,0,53,2.1,-13.7,1018.1,1024.5,,,,,10,4,,45,2000,,,-6.5,,,,
279,2022-01-15 7:00,-6,,0,0,59,2.3,-12.7,1018.1,1024.5,,,,,10,2,,39,2000,,,-6.5,,,,
279,2022-01-15 8:00,-5.6,,0.1,0,56,2.3,-13,1018.1,1024.5,0,,,,9,9,,39,1741,,,-4.8,,,,
279,2022-01-15 9:00,-4.1,,0.1,0,50,2.3,-13,1018.5,1024.9,0,,,,9,4,,34,2000,,,-1.7,,,,
279,2022-01-15 10:00,-2.5,,0.4,0,46,2.3,-12.5,1018.5,1024.8,0.4,,,,5,1,,38,2000,,,0.1,,,,
279,2022-01-15 11:00,-0.7,,1.1,110,39,2.3,-12.9,1018.2,1024.5,0.5,,,,7,0,,,2000,,,4.7,,,,
279,2022-01-15 12:00,2.8,,0.4,0,26,1.9,-14.8,1017.3,1023.5,0.9,,,,6,0,,,2000,,,8.6,,,,
279,2022-01-15 13:00,4.1,,0.1,0,22,1.8,-15.7,1016,1022.1,0.5,,,,9,0,,,2000,,,9.5,,,,
279,2022-01-15 14:00,6.8,,1.3,320,20,2,-14.6,1015.5,1021.6,0.7,,,,6,0,,,2000,,,14.8,,,,
279,2022-01-15 15:00,7.9,,1.1,320,22,2.3,-12.5,1015.2,1021.2,1,,,,4,1,,40,2000,,,13.3,,,,
279,2022-01-15 16:00,7,,0.6,290,34,3.4,-7.8,1015.4,1021.5,0.6,,,,7,5,,16,2000,,,6.7,,,,
279,2022-01-15 17:00,6.2,,1.2,290,39,3.7,-6.7,1015.5,1021.6,0,,,,7,7,,15,2000,,,3.5,,,,
279,2022-01-15 18:00,3.8,,0.2,0,44,3.5,-7.3,1015.6,1021.7,0,,,,0,0,,,2000,,,-2,,,,
279,2022-01-15 19:00,1.3,,0.8,270,54,3.6,-7,1016.1,1022.3,,,,,0,0,,,1953,,,-2.2,,,,
279,2022-01-15 20:00,0.6,,0.4,0,58,3.7,-6.7,1016.5,1022.7,,,,,0,0,,,1994,,,-2.2,,,,
279,2022-01-15 21:00,0.4,,0.2,0,62,3.9,-6,1016.8,1023,,,,,3,3,,16,1966,,,-1.8,,,,
279,2022-01-15 22:00,0.8,,0.1,0,61,4,-5.8,1015.9,1022.1,,,,,6,6,,16,2000,,,-1,,,,
279,2022-01-15 23:00,0.7,,0.1,0,63,4.1,-5.5,1016.3,1022.5,,,,,0,0,,,2000,,,-1.7,,,,
279,2022-01-16 0:00,0.7,,0,0,64,4.1,-5.3,1016.5,1022.7,,,,,0,0,,,2000,,,-0.5,,,,
279,2022-01-16 1:00,0.7,,0.2,0,63,4.1,-5.5,1015.9,1022.1,,,,,4,4,,15,2000,,,-1.4,,,,
279,2022-01-16 2:00,0.6,,0,0,64,4.1,-5.4,1015.7,1021.9,,,,,4,4,,15,2000,,,-0.5,,,,
279,2022-01-16 3:00,1,0,0,0,65,4.3,-4.8,1016,1022.2,,,,,10,9,,12,2000,,,-0.2,,,,
279,2022-01-16 4:00,1.1,,0,0,68,4.5,-4.1,1015.4,1021.6,,,,,10,8,,11,1937,,,-0.5,,,,
279,2022-01-16 5:00,1.2,,0.1,0,69,4.6,-3.8,1015.2,1021.4,,,,,10,9,,8,1684,,,-0.1,,,,
279,2022-01-16 6:00,1.7,0,0.3,0,71,4.9,-3,1015.4,1021.6,,,,,6,6,,11,1596,,,-0.2,,,,
279,2022-01-16 7:00,4.7,,1.4,290,57,4.9,-3.1,1015.7,1021.8,,,,,3,3,,16,847,,,-0.7,,,,
279,2022-01-16 8:00,4.6,,1.7,290,57,4.8,-3.2,1016,1022.1,0,,,,3,3,,13,783,,,-0.5,,,,
279,2022-01-16 9:00,5,,2.5,290,56,4.9,-3,1016,1022.1,0,,,,10,5,,14,718,,,1.6,,,,
279,2022-01-16 10:00,5.3,,1.9,290,53,4.7,-3.5,1016.5,1022.6,0.6,,,,9,5,,11,788,,,4.1,,,,
279,2022-01-16 11:00,5.6,,2.2,290,47,4.3,-4.8,1017,1023.1,0.9,,,,7,3,,15,881,,,9.1,,,,
279,2022-01-16 12:00,6,,1.8,320,39,3.6,-6.9,1016.8,1022.9,1,,,,2,0,,,1137,,,12.8,,,,
279,2022-01-16 13:00,6.4,,2.2,290,30,2.9,-9.9,1016.4,1022.5,1,,,,0,0,,,1599,,,15.5,,,,
279,2022-01-16 14:00,6.1,,3.1,290,28,2.6,-11,1016.1,1022.2,1,,,,0,0,,,1917,,,14.7,,,,
279,2022-01-16 15:00,5.8,,2,290,26,2.4,-12.2,1016.5,1022.6,1,,,,0,0,,,2000,,,13.4,,,,
279,2022-01-16 16:00,4.6,,1.9,320,24,2,-14.2,1017.3,1023.4,1,,,,0,0,,,2000,,,8.9,,,,
279,2022-01-16 17:00,2.9,,2.2,290,28,2.1,-13.8,1017.5,1023.7,0.4,,,,0,0,,,2000,,,1.4,,,,
279,2022-01-16 18:00,1.8,,1.9,290,32,2.2,-13.1,1017.8,1024,0,,,,0,0,,,2000,,,-1.5,,,,
279,2022-01-16 19:00,0.8,,1.4,320,31,2,-14.4,1018.8,1025,,,,,0,0,,,2000,,,-2.9,,,,
279,2022-01-16 20:00,0.1,,1.2,320,32,2,-14.6,1019.2,1025.5,,,,,0,0,,,2000,,,-3.7,,,,
279,2022-01-16 21:00,-0.6,,1.2,290,40,2.3,-12.5,1019.8,1026.1,,,,,0,0,,,2000,,,-4.1,,,,
279,2022-01-16 22:00,-1,,1.5,290,43,2.4,-12,1020.2,1026.5,,,,,0,0,,,2000,,,-4.1,,,,
279,2022-01-16 23:00,-1.7,,1.2,320,47,2.5,-11.5,1020.5,1026.8,,,,,0,0,,,2000,,,-4.4,,,,
279,2022-01-17 0:00,-2.7,,0.5,320,52,2.6,-11.2,1020.5,1026.8,,,,,1,0,,,2000,,,-5.2,,,,
279,2022-01-17 1:00,-2.6,,1.3,290,51,2.6,-11.3,1020.2,1026.5,,,,,10,0,,,2000,,,-5,,,,
279,2022-01-17 2:00,-2.8,,1.7,290,51,2.5,-11.5,1020.4,1026.7,,,,,10,0,,,2000,,,-4.9,,,,
279,2022-01-17 3:00,-2.9,,1.8,290,51,2.5,-11.6,1020.6,1026.9,,,,,8,0,,,2000,,,-5.3,,,,
279,2022-01-17 4:00,-3.1,,2.1,320,52,2.5,-11.5,1020.8,1027.1,,,,,10,0,,,2000,,,-5.5,,,,
279,2022-01-17 5:00,-3.3,,1.2,290,50,2.4,-12.2,1020.8,1027.2,,,,,9,0,,,2000,,,-5.4,,,,
279,2022-01-17 6:00,-4,,0.7,320,53,2.4,-12.1,1021,1027.4,,,,,6,0,,,2000,,,-6.1,,,,
279,2022-01-17 7:00,-3.9,,1,320,51,2.3,-12.5,1021.5,1027.9,,,,,6,0,,,2000,,,-6.2,,,,
279,2022-01-17 8:00,-4,,1.1,290,52,2.4,-12.4,1021.7,1028.1,0,,,,6,0,,,2000,,,-5.9,,,,
279,2022-01-17 9:00,-2.8,,1.4,290,51,2.5,-11.5,1022,1028.3,0,,,,8,0,,,2000,,,-2.8,,,,
279,2022-01-17 10:00,-1.7,,1.3,320,48,2.6,-11.2,1022.2,1028.5,1,,,,5,0,,,2000,,,-0.2,,,,
279,2022-01-17 11:00,0.3,,2,320,42,2.6,-11.1,1022,1028.3,1,,,,3,0,,,2000,,,6.7,,,,
279,2022-01-17 12:00,1.3,,2.2,340,38,2.6,-11.4,1020.6,1026.8,1,,,,3,0,,,2000,,,10.2,,,,
279,2022-01-17 13:00,3.5,,2.3,290,34,2.7,-10.9,1019.3,1025.5,1,,,,3,1,,18,2000,,,14.6,,,,
279,2022-01-17 14:00,3.8,,1.9,290,34,2.7,-10.6,1018.7,1024.9,1,,,,6,4,,18,2000,,,14.2,,,,
279,2022-01-17 15:00,3.8,,2,320,35,2.8,-10.2,1017.9,1024.1,1,,,,6,1,,20,2000,,,10.1,,,,
